time,cycle,stage,phase,temperature
2401.0,15,anneal,ramp,74.8
2401.5,15,anneal,ramp,74.04
2402.0,15,anneal,ramp,73.34
2402.5,15,anneal,ramp,72.45
2403.0,15,anneal,ramp,71.71
2403.5,15,anneal,ramp,71.22
2404.0,15,anneal,ramp,70.23
2404.5,15,anneal,ramp,69.57
2405.0,15,anneal,ramp,68.75
2405.5,15,anneal,ramp,67.82
2406.0,15,anneal,ramp,67.05
2406.5,15,anneal,ramp,66.44
2407.0,15,anneal,ramp,65.86
2407.5,15,anneal,ramp,65.08
2408.0,15,anneal,ramp,64.34
2408.5,15,anneal,ramp,63.4
2409.0,15,anneal,ramp,62.91
2409.5,15,anneal,ramp,61.9
2410.0,15,anneal,ramp,61.27
2410.5,15,anneal,ramp,60.5
2411.0,15,anneal,ramp,59.73
2411.5,15,anneal,ramp,59.13
2412.0,15,anneal,ramp,58.18
2412.5,15,anneal,ramp,57.37
2413.0,15,anneal,ramp,56.75
2413.5,15,anneal,ramp,55.96
2414.0,15,anneal,ramp,55.59
2414.5,15,anneal,ramp,55.07
2415.0,15,anneal,hold,54.9
2415.5,15,anneal,hold,55.24
2416.0,15,anneal,hold,54.96
2416.5,15,anneal,hold,54.83
2417.0,15,anneal,hold,55.0
2417.5,15,anneal,hold,55.02
2418.0,15,anneal,hold,54.95
2418.5,15,anneal,hold,55.05
2419.0,15,anneal,hold,54.88
2419.5,15,anneal,hold,54.92
2420.0,15,anneal,hold,54.76
2420.5,15,anneal,hold,54.86
2421.0,15,anneal,hold,55.17
2421.5,15,anneal,hold,55.15
2422.0,15,anneal,hold,54.95
2422.5,15,anneal,hold,55.11
2423.0,15,anneal,hold,54.94
2423.5,15,anneal,hold,54.91
2424.0,15,anneal,hold,54.93
2424.5,15,anneal,hold,54.92
2425.0,15,anneal,hold,54.88
2425.5,15,anneal,hold,55.04
2426.0,15,anneal,hold,54.93
2426.5,15,anneal,hold,54.98
2427.0,15,anneal,hold,54.99
2427.5,15,anneal,hold,54.93
2428.0,15,anneal,hold,54.85
2428.5,15,anneal,hold,54.82
2429.0,15,anneal,hold,54.96
2429.5,15,anneal,hold,54.95
2430.0,15,anneal,hold,54.97
2430.5,15,anneal,hold,54.98
2431.0,15,anneal,hold,55.26
2431.5,15,anneal,hold,54.81
2432.0,15,anneal,hold,54.72
2432.5,15,anneal,hold,54.97
2433.0,15,anneal,hold,54.91
2433.5,15,anneal,hold,54.96
2434.0,15,anneal,hold,54.97
2434.5,15,anneal,hold,55.0
2435.0,15,anneal,hold,54.72
2435.5,15,anneal,hold,54.86
2436.0,15,anneal,hold,54.97
2436.5,15,anneal,hold,55.05
2437.0,15,anneal,hold,55.21
2437.5,15,anneal,hold,55.11
2438.0,15,anneal,hold,55.05
2438.5,15,anneal,hold,54.97
2439.0,15,anneal,hold,55.0
2439.5,15,anneal,hold,55.02
2440.0,15,anneal,hold,55.17
2440.5,15,anneal,hold,55.12
2441.0,15,anneal,hold,54.95
2441.5,15,anneal,hold,55.04
2442.0,15,anneal,hold,55.19
2442.5,15,anneal,hold,55.15
2443.0,15,anneal,hold,55.15
2443.5,15,anneal,hold,55.17
2444.0,15,anneal,hold,55.28
2444.5,15,anneal,hold,55.13
2445.0,15,extension,ramp,55.96
2445.5,15,extension,ramp,56.91
2446.0,15,extension,ramp,58.02
2446.5,15,extension,ramp,58.76
2447.0,15,extension,ramp,59.98
2447.5,15,extension,ramp,60.98
2448.0,15,extension,ramp,61.86
2448.5,15,extension,ramp,62.91
2449.0,15,extension,ramp,64.08
2449.5,15,extension,ramp,65.02
2450.0,15,extension,ramp,66.01
2450.5,15,extension,ramp,67.03
2451.0,15,extension,ramp,68.01
2451.5,15,extension,ramp,69.12
2452.0,15,extension,ramp,70.01
2452.5,15,extension,ramp,70.85
2453.0,15,extension,ramp,72.16
2453.5,15,extension,hold,71.92
2454.0,15,extension,hold,71.94
2454.5,15,extension,hold,72.03
2455.0,15,extension,hold,71.98
2455.5,15,extension,hold,72.03
2456.0,15,extension,hold,72.03
2456.5,15,extension,hold,72.05
2457.0,15,extension,hold,71.94
2457.5,15,extension,hold,72.03
2458.0,15,extension,hold,71.93
2458.5,15,extension,hold,72.15
2459.0,15,extension,hold,71.97
2459.5,15,extension,hold,72.15
2460.0,15,extension,hold,72.02
2460.5,15,extension,hold,72.08
2461.0,15,extension,hold,72.03
2461.5,15,extension,hold,71.97
2462.0,15,extension,hold,71.93
2462.5,15,extension,hold,71.95
2463.0,15,extension,hold,72.06
2463.5,15,extension,hold,72.08
2464.0,15,extension,hold,72.15
2464.5,15,extension,hold,72.0
2465.0,15,extension,hold,71.96
2465.5,15,extension,hold,71.92
2466.0,15,extension,hold,72.09
2466.5,15,extension,hold,72.19
2467.0,15,extension,hold,72.16
2467.5,15,extension,hold,72.11
2468.0,15,extension,hold,72.11
2468.5,15,extension,hold,72.21
2469.0,15,extension,hold,72.07
2469.5,15,extension,hold,72.09
2470.0,15,extension,hold,72.0
2470.5,15,extension,hold,71.91
2471.0,15,extension,hold,71.97
2471.5,15,extension,hold,72.02
2472.0,15,extension,hold,72.04
2472.5,15,extension,hold,72.22
2473.0,15,extension,hold,72.05
2473.5,15,extension,hold,72.15
2474.0,15,extension,hold,71.95
2474.5,15,extension,hold,71.95
2475.0,15,extension,hold,71.83
2475.5,15,extension,hold,71.89
2476.0,15,extension,hold,72.0
2476.5,15,extension,hold,71.97
2477.0,15,extension,hold,72.05
2477.5,15,extension,hold,71.98
2478.0,15,extension,hold,71.93
2478.5,15,extension,hold,72.19
2479.0,15,extension,hold,71.96
2479.5,15,extension,hold,72.1
2480.0,15,extension,hold,71.92
2480.5,15,extension,hold,72.06
2481.0,15,extension,hold,72.08
2481.5,15,extension,hold,71.98
2482.0,15,extension,hold,71.73
2482.5,15,extension,hold,71.95
2483.0,15,extension,hold,72.08
2483.5,15,extension,hold,72.06
2484.0,15,extension,hold,72.03
2484.5,15,extension,hold,71.82
2485.0,15,extension,hold,71.89
2485.5,15,extension,hold,72.01
2486.0,15,extension,hold,71.99
2486.5,15,extension,hold,72.06
2487.0,15,extension,hold,71.9
2487.5,15,extension,hold,71.97
2488.0,15,extension,hold,71.95
2488.5,15,extension,hold,71.85
2489.0,15,extension,hold,71.71
2489.5,15,extension,hold,72.01
2490.0,15,extension,hold,71.97
2490.5,15,extension,hold,71.85
2491.0,15,extension,hold,71.76
2491.5,15,extension,hold,71.96
2492.0,15,extension,hold,71.89
2492.5,15,extension,hold,71.96
2493.0,15,extension,hold,72.11
2493.5,15,extension,hold,71.73
2494.0,15,extension,hold,71.85
2494.5,15,extension,hold,71.89
2495.0,15,extension,hold,72.06
2495.5,15,extension,hold,71.78
2496.0,15,extension,hold,72.12
2496.5,15,extension,hold,71.93
2497.0,15,extension,hold,71.92
2497.5,15,extension,hold,71.9
2498.0,15,extension,hold,71.88
2498.5,15,extension,hold,71.99
2499.0,15,extension,hold,71.83
2499.5,15,extension,hold,71.94
2500.0,15,extension,hold,71.86
2500.5,15,extension,hold,71.82
2501.0,15,extension,hold,72.19
2501.5,15,extension,hold,71.95
2502.0,15,extension,hold,72.01
2502.5,15,extension,hold,72.08
2503.0,15,extension,hold,71.83
2503.5,15,extension,hold,72.13
2504.0,15,extension,hold,71.71
2504.5,15,extension,hold,71.87
2505.0,15,extension,hold,71.93
2505.5,15,extension,hold,72.01
2506.0,15,extension,hold,71.98
2506.5,15,extension,hold,71.93
2507.0,15,extension,hold,71.92
2507.5,15,extension,hold,71.84
2508.0,15,extension,hold,71.8
2508.5,15,extension,hold,72.05
2509.0,15,extension,hold,72.01
2509.5,15,extension,hold,72.12
2510.0,15,extension,hold,71.93
2510.5,15,extension,hold,72.07
2511.0,15,extension,hold,72.01
2511.5,15,extension,hold,72.15
2512.0,15,extension,hold,72.11
2512.5,15,extension,hold,72.02
2513.0,15,extension,hold,71.99
2513.5,16,denature,ramp,73.1
2514.0,16,denature,ramp,74.06
2514.5,16,denature,ramp,74.93
2515.0,16,denature,ramp,75.87
2515.5,16,denature,ramp,76.97
2516.0,16,denature,ramp,78.15
2516.5,16,denature,ramp,79.11
2517.0,16,denature,ramp,79.89
2517.5,16,denature,ramp,80.88
2518.0,16,denature,ramp,82.13
2518.5,16,denature,ramp,82.89
2519.0,16,denature,ramp,84.05
2519.5,16,denature,ramp,84.94
2520.0,16,denature,ramp,86.16
2520.5,16,denature,ramp,86.92
2521.0,16,denature,ramp,88.11
2521.5,16,denature,ramp,89.02
2522.0,16,denature,ramp,90.03
2522.5,16,denature,ramp,90.8
2523.0,16,denature,ramp,91.78
2523.5,16,denature,ramp,92.98
2524.0,16,denature,ramp,94.02
2524.5,16,denature,ramp,94.89
2525.0,16,denature,hold,94.97
2525.5,16,denature,hold,94.94
2526.0,16,denature,hold,94.88
2526.5,16,denature,hold,94.97
2527.0,16,denature,hold,95.12
2527.5,16,denature,hold,95.05
2528.0,16,denature,hold,95.05
2528.5,16,denature,hold,95.03
2529.0,16,denature,hold,95.07
2529.5,16,denature,hold,94.94
2530.0,16,denature,hold,95.03
2530.5,16,denature,hold,95.06
2531.0,16,denature,hold,95.08
2531.5,16,denature,hold,95.12
2532.0,16,denature,hold,95.07
2532.5,16,denature,hold,95.06
2533.0,16,denature,hold,95.39
2533.5,16,denature,hold,95.16
2534.0,16,denature,hold,95.11
2534.5,16,denature,hold,95.06
2535.0,16,denature,hold,95.07
2535.5,16,denature,hold,95.13
2536.0,16,denature,hold,95.17
2536.5,16,denature,hold,94.98
2537.0,16,denature,hold,95.0
2537.5,16,denature,hold,95.11
2538.0,16,denature,hold,95.2
2538.5,16,denature,hold,95.16
2539.0,16,denature,hold,95.35
2539.5,16,denature,hold,95.02
2540.0,16,denature,hold,95.07
2540.5,16,denature,hold,95.3
2541.0,16,denature,hold,95.12
2541.5,16,denature,hold,95.22
2542.0,16,denature,hold,95.35
2542.5,16,denature,hold,95.08
2543.0,16,denature,hold,95.12
2543.5,16,denature,hold,95.13
2544.0,16,denature,hold,95.0
2544.5,16,denature,hold,95.17
2545.0,16,denature,hold,95.3
2545.5,16,denature,hold,95.27
2546.0,16,denature,hold,95.29
2546.5,16,denature,hold,95.19
2547.0,16,denature,hold,95.16
2547.5,16,denature,hold,95.37
2548.0,16,denature,hold,95.24
2548.5,16,denature,hold,95.29
2549.0,16,denature,hold,95.27
2549.5,16,denature,hold,95.38
2550.0,16,denature,hold,95.36
2550.5,16,denature,hold,95.12
2551.0,16,denature,hold,95.11
2551.5,16,denature,hold,95.3
2552.0,16,denature,hold,95.27
2552.5,16,denature,hold,95.24
2553.0,16,denature,hold,95.39
2553.5,16,denature,hold,95.32
2554.0,16,denature,hold,95.33
2554.5,16,denature,hold,95.39
2555.0,16,anneal,ramp,94.21
2555.5,16,anneal,ramp,93.66
2556.0,16,anneal,ramp,92.67
2556.5,16,anneal,ramp,92.07
2557.0,16,anneal,ramp,91.39
2557.5,16,anneal,ramp,90.36
2558.0,16,anneal,ramp,89.72
2558.5,16,anneal,ramp,89.11
2559.0,16,anneal,ramp,88.37
2559.5,16,anneal,ramp,87.48
2560.0,16,anneal,ramp,86.68
2560.5,16,anneal,ramp,86.1
2561.0,16,anneal,ramp,85.37
2561.5,16,anneal,ramp,84.38
2562.0,16,anneal,ramp,83.63
2562.5,16,anneal,ramp,83.02
2563.0,16,anneal,ramp,82.31
2563.5,16,anneal,ramp,81.47
2564.0,16,anneal,ramp,80.82
2564.5,16,anneal,ramp,79.93
2565.0,16,anneal,ramp,79.04
2565.5,16,anneal,ramp,78.46
2566.0,16,anneal,ramp,77.76
2566.5,16,anneal,ramp,76.97
2567.0,16,anneal,ramp,76.13
2567.5,16,anneal,ramp,75.32
2568.0,16,anneal,ramp,74.7
2568.5,16,anneal,ramp,74.09
2569.0,16,anneal,ramp,73.38
2569.5,16,anneal,ramp,72.62
2570.0,16,anneal,ramp,71.67
2570.5,16,anneal,ramp,70.88
2571.0,16,anneal,ramp,70.3
2571.5,16,anneal,ramp,69.56
2572.0,16,anneal,ramp,68.79
2572.5,16,anneal,ramp,67.8
2573.0,16,anneal,ramp,67.16
2573.5,16,anneal,ramp,66.5
2574.0,16,anneal,ramp,65.8
2574.5,16,anneal,ramp,65.08
2575.0,16,anneal,ramp,64.26
2575.5,16,anneal,ramp,63.53
2576.0,16,anneal,ramp,62.76
2576.5,16,anneal,ramp,62.07
2577.0,16,anneal,ramp,61.28
2577.5,16,anneal,ramp,60.51
2578.0,16,anneal,ramp,59.72
2578.5,16,anneal,ramp,59.01
2579.0,16,anneal,ramp,58.3
2579.5,16,anneal,ramp,57.53
2580.0,16,anneal,ramp,56.79
2580.5,16,anneal,ramp,56.13
2581.0,16,anneal,ramp,55.28
2581.5,16,anneal,ramp,54.94
2582.0,16,anneal,hold,55.19
2582.5,16,anneal,hold,55.03
2583.0,16,anneal,hold,55.0
2583.5,16,anneal,hold,54.96
2584.0,16,anneal,hold,54.98
2584.5,16,anneal,hold,54.93
2585.0,16,anneal,hold,54.92
2585.5,16,anneal,hold,54.99
2586.0,16,anneal,hold,54.84
2586.5,16,anneal,hold,54.84
2587.0,16,anneal,hold,54.85
2587.5,16,anneal,hold,55.17
2588.0,16,anneal,hold,55.01
2588.5,16,anneal,hold,54.96
2589.0,16,anneal,hold,54.85
2589.5,16,anneal,hold,55.03
2590.0,16,anneal,hold,54.94
2590.5,16,anneal,hold,54.99
2591.0,16,anneal,hold,54.87
2591.5,16,anneal,hold,54.98
2592.0,16,anneal,hold,54.93
2592.5,16,anneal,hold,54.88
2593.0,16,anneal,hold,55.02
2593.5,16,anneal,hold,54.8
2594.0,16,anneal,hold,55.0
2594.5,16,anneal,hold,55.02
2595.0,16,anneal,hold,54.9
2595.5,16,anneal,hold,54.89
2596.0,16,anneal,hold,54.92
2596.5,16,anneal,hold,54.93
2597.0,16,anneal,hold,54.88
2597.5,16,anneal,hold,54.93
2598.0,16,anneal,hold,55.07
2598.5,16,anneal,hold,54.84
2599.0,16,anneal,hold,54.69
2599.5,16,anneal,hold,54.91
2600.0,16,anneal,hold,55.0
2600.5,16,anneal,hold,54.87
2601.0,16,anneal,hold,54.71
2601.5,16,anneal,hold,54.78
2602.0,16,anneal,hold,54.69
2602.5,16,anneal,hold,54.89
2603.0,16,anneal,hold,54.7
2603.5,16,anneal,hold,54.78
2604.0,16,anneal,hold,54.71
2604.5,16,anneal,hold,54.8
2605.0,16,anneal,hold,54.77
2605.5,16,anneal,hold,54.83
2606.0,16,anneal,hold,54.78
2606.5,16,anneal,hold,54.67
2607.0,16,anneal,hold,54.84
2607.5,16,anneal,hold,54.77
2608.0,16,anneal,hold,54.67
2608.5,16,anneal,hold,54.97
2609.0,16,anneal,hold,54.8
2609.5,16,anneal,hold,54.72
2610.0,16,anneal,hold,54.84
2610.5,16,anneal,hold,54.87
2611.0,16,anneal,hold,54.69
2611.5,16,anneal,hold,54.74
2612.0,16,extension,ramp,55.9
2612.5,16,extension,ramp,56.99
2613.0,16,extension,ramp,57.98
2613.5,16,extension,ramp,59.02
2614.0,16,extension,ramp,60.03
2614.5,16,extension,ramp,61.06
2615.0,16,extension,ramp,62.02
2615.5,16,extension,ramp,62.88
2616.0,16,extension,ramp,63.91
2616.5,16,extension,ramp,64.95
2617.0,16,extension,ramp,65.97
2617.5,16,extension,ramp,67.11
2618.0,16,extension,ramp,67.88
2618.5,16,extension,ramp,68.96
2619.0,16,extension,ramp,70.1
2619.5,16,extension,ramp,70.97
2620.0,16,extension,ramp,72.05
2620.5,16,extension,hold,72.16
2621.0,16,extension,hold,71.99
2621.5,16,extension,hold,72.03
2622.0,16,extension,hold,72.15
2622.5,16,extension,hold,71.94
2623.0,16,extension,hold,72.18
2623.5,16,extension,hold,72.18
2624.0,16,extension,hold,71.98
2624.5,16,extension,hold,71.96
2625.0,16,extension,hold,72.08
2625.5,16,extension,hold,72.01
2626.0,16,extension,hold,71.91
2626.5,16,extension,hold,72.18
2627.0,16,extension,hold,72.19
2627.5,16,extension,hold,72.07
2628.0,16,extension,hold,71.93
2628.5,16,extension,hold,71.93
2629.0,16,extension,hold,72.08
2629.5,16,extension,hold,72.02
2630.0,16,extension,hold,72.03
2630.5,16,extension,hold,72.19
2631.0,16,extension,hold,72.16
2631.5,16,extension,hold,72.24
2632.0,16,extension,hold,72.0
2632.5,16,extension,hold,72.1
2633.0,16,extension,hold,72.19
2633.5,16,extension,hold,72.15
2634.0,16,extension,hold,72.29
2634.5,16,extension,hold,72.17
2635.0,16,extension,hold,72.34
2635.5,16,extension,hold,72.23
2636.0,16,extension,hold,72.28
2636.5,16,extension,hold,72.1
2637.0,16,extension,hold,72.14
2637.5,16,extension,hold,72.23
2638.0,16,extension,hold,72.32
2638.5,16,extension,hold,72.27
2639.0,16,extension,hold,72.17
2639.5,16,extension,hold,72.33
2640.0,16,extension,hold,71.99
2640.5,16,extension,hold,72.09
2641.0,16,extension,hold,72.31
2641.5,16,extension,hold,72.21
2642.0,16,extension,hold,72.26
2642.5,16,extension,hold,72.18
2643.0,16,extension,hold,72.23
2643.5,16,extension,hold,72.11
2644.0,16,extension,hold,72.26
2644.5,16,extension,hold,72.32
2645.0,16,extension,hold,72.35
2645.5,16,extension,hold,72.4
2646.0,16,extension,hold,72.18
2646.5,16,extension,hold,72.18
2647.0,16,extension,hold,72.0
2647.5,16,extension,hold,72.08
2648.0,16,extension,hold,72.08
2648.5,16,extension,hold,72.19
2649.0,16,extension,hold,72.02
2649.5,16,extension,hold,72.17
2650.0,16,extension,hold,72.1
2650.5,16,extension,hold,72.11
2651.0,16,extension,hold,72.13
2651.5,16,extension,hold,72.09
2652.0,16,extension,hold,72.08
2652.5,16,extension,hold,71.97
2653.0,16,extension,hold,72.11
2653.5,16,extension,hold,72.1
2654.0,16,extension,hold,72.11
2654.5,16,extension,hold,72.19
2655.0,16,extension,hold,72.21
2655.5,16,extension,hold,72.16
2656.0,16,extension,hold,72.25
2656.5,16,extension,hold,72.18
2657.0,16,extension,hold,72.1
2657.5,16,extension,hold,72.09
2658.0,16,extension,hold,72.17
2658.5,16,extension,hold,72.22
2659.0,16,extension,hold,72.32
2659.5,16,extension,hold,72.3
2660.0,16,extension,hold,72.13
2660.5,16,extension,hold,72.18
2661.0,16,extension,hold,72.26
2661.5,16,extension,hold,72.27
2662.0,16,extension,hold,72.25
2662.5,16,extension,hold,72.12
2663.0,16,extension,hold,72.02
2663.5,16,extension,hold,72.05
2664.0,16,extension,hold,72.17
2664.5,16,extension,hold,72.2
2665.0,16,extension,hold,72.06
2665.5,16,extension,hold,72.15
2666.0,16,extension,hold,72.21
2666.5,16,extension,hold,72.02
2667.0,16,extension,hold,72.21
2667.5,16,extension,hold,72.05
2668.0,16,extension,hold,72.21
2668.5,16,extension,hold,72.03
2669.0,16,extension,hold,71.95
2669.5,16,extension,hold,72.03
2670.0,16,extension,hold,72.07
2670.5,16,extension,hold,72.04
2671.0,16,extension,hold,72.06
2671.5,16,extension,hold,72.1
2672.0,16,extension,hold,72.06
2672.5,16,extension,hold,72.06
2673.0,16,extension,hold,71.88
2673.5,16,extension,hold,72.1
2674.0,16,extension,hold,72.08
2674.5,16,extension,hold,72.27
2675.0,16,extension,hold,72.03
2675.5,16,extension,hold,71.94
2676.0,16,extension,hold,72.15
2676.5,16,extension,hold,72.15
2677.0,16,extension,hold,72.05
2677.5,16,extension,hold,72.03
2678.0,16,extension,hold,72.33
2678.5,16,extension,hold,72.3
2679.0,16,extension,hold,71.89
2679.5,16,extension,hold,72.06
2680.0,16,extension,hold,72.27
2680.5,17,denature,ramp,72.95
2681.0,17,denature,ramp,73.95
2681.5,17,denature,ramp,74.97
2682.0,17,denature,ramp,75.89
2682.5,17,denature,ramp,76.83
2683.0,17,denature,ramp,78.11
2683.5,17,denature,ramp,78.82
2684.0,17,denature,ramp,80.02
2684.5,17,denature,ramp,81.09
2685.0,17,denature,ramp,81.85
2685.5,17,denature,ramp,82.91
2686.0,17,denature,ramp,84.12
2686.5,17,denature,ramp,85.05
2687.0,17,denature,ramp,85.94
2687.5,17,denature,ramp,87.12
2688.0,17,denature,ramp,88.12
2688.5,17,denature,ramp,89.03
2689.0,17,denature,ramp,89.91
2689.5,17,denature,ramp,90.96
2690.0,17,denature,ramp,92.03
2690.5,17,denature,ramp,92.98
2691.0,17,denature,ramp,94.09
2691.5,17,denature,ramp,94.85
2692.0,17,denature,hold,94.99
2692.5,17,denature,hold,94.72
2693.0,17,denature,hold,95.01
2693.5,17,denature,hold,94.99
2694.0,17,denature,hold,94.92
2694.5,17,denature,hold,95.01
2695.0,17,denature,hold,94.85
2695.5,17,denature,hold,94.96
2696.0,17,denature,hold,94.77
2696.5,17,denature,hold,94.97
2697.0,17,denature,hold,95.15
2697.5,17,denature,hold,94.82
2698.0,17,denature,hold,94.86
2698.5,17,denature,hold,94.83
2699.0,17,denature,hold,94.9
2699.5,17,denature,hold,94.75
2700.0,17,denature,hold,94.92
2700.5,17,denature,hold,94.96
2701.0,17,denature,hold,94.93
2701.5,17,denature,hold,94.68
2702.0,17,denature,hold,94.95
2702.5,17,denature,hold,94.93
2703.0,17,denature,hold,94.92
2703.5,17,denature,hold,94.86
2704.0,17,denature,hold,94.87
2704.5,17,denature,hold,94.92
2705.0,17,denature,hold,94.99
2705.5,17,denature,hold,94.73
2706.0,17,denature,hold,94.93
2706.5,17,denature,hold,94.79
2707.0,17,denature,hold,94.79
2707.5,17,denature,hold,94.64
2708.0,17,denature,hold,94.74
2708.5,17,denature,hold,94.65
2709.0,17,denature,hold,94.76
2709.5,17,denature,hold,94.69
2710.0,17,denature,hold,94.72
2710.5,17,denature,hold,94.75
2711.0,17,denature,hold,94.81
2711.5,17,denature,hold,94.63
2712.0,17,denature,hold,94.63
2712.5,17,denature,hold,94.82
2713.0,17,denature,hold,94.7
2713.5,17,denature,hold,94.85
2714.0,17,denature,hold,94.8
2714.5,17,denature,hold,94.83
2715.0,17,denature,hold,94.94
2715.5,17,denature,hold,94.79
2716.0,17,denature,hold,94.75
2716.5,17,denature,hold,94.91
2717.0,17,denature,hold,94.86
2717.5,17,denature,hold,94.75
2718.0,17,denature,hold,94.9
2718.5,17,denature,hold,94.75
2719.0,17,denature,hold,94.77
2719.5,17,denature,hold,94.76
2720.0,17,denature,hold,94.69
2720.5,17,denature,hold,94.79
2721.0,17,denature,hold,94.91
2721.5,17,denature,hold,94.82
2722.0,17,anneal,ramp,94.25
2722.5,17,anneal,ramp,93.48
2723.0,17,anneal,ramp,92.78
2723.5,17,anneal,ramp,92.07
2724.0,17,anneal,ramp,91.31
2724.5,17,anneal,ramp,90.47
2725.0,17,anneal,ramp,89.78
2725.5,17,anneal,ramp,89.05
2726.0,17,anneal,ramp,88.15
2726.5,17,anneal,ramp,87.52
2727.0,17,anneal,ramp,86.53
2727.5,17,anneal,ramp,86.05
2728.0,17,anneal,ramp,85.32
2728.5,17,anneal,ramp,84.57
2729.0,17,anneal,ramp,83.71
2729.5,17,anneal,ramp,83.03
2730.0,17,anneal,ramp,82.39
2730.5,17,anneal,ramp,81.64
2731.0,17,anneal,ramp,80.75
2731.5,17,anneal,ramp,80.01
2732.0,17,anneal,ramp,79.36
2732.5,17,anneal,ramp,78.35
2733.0,17,anneal,ramp,77.72
2733.5,17,anneal,ramp,77.13
2734.0,17,anneal,ramp,76.35
2734.5,17,anneal,ramp,75.54
2735.0,17,anneal,ramp,74.6
2735.5,17,anneal,ramp,74.0
2736.0,17,anneal,ramp,73.19
2736.5,17,anneal,ramp,72.53
2737.0,17,anneal,ramp,71.67
2737.5,17,anneal,ramp,70.9
2738.0,17,anneal,ramp,70.04
2738.5,17,anneal,ramp,69.62
2739.0,17,anneal,ramp,68.71
2739.5,17,anneal,ramp,68.02
2740.0,17,anneal,ramp,67.25
2740.5,17,anneal,ramp,66.39
2741.0,17,anneal,ramp,65.62
2741.5,17,anneal,ramp,64.9
2742.0,17,anneal,ramp,64.18
2742.5,17,anneal,ramp,63.54
2743.0,17,anneal,ramp,62.67
2743.5,17,anneal,ramp,62.17
2744.0,17,anneal,ramp,61.35
2744.5,17,anneal,ramp,60.58
2745.0,17,anneal,ramp,59.74
2745.5,17,anneal,ramp,59.15
2746.0,17,anneal,ramp,58.23
2746.5,17,anneal,ramp,57.5
2747.0,17,anneal,ramp,56.77
2747.5,17,anneal,ramp,56.07
2748.0,17,anneal,ramp,55.31
2748.5,17,anneal,ramp,54.95
2749.0,17,anneal,hold,55.09
2749.5,17,anneal,hold,54.98
2750.0,17,anneal,hold,55.05
2750.5,17,anneal,hold,55.0
2751.0,17,anneal,hold,54.97
2751.5,17,anneal,hold,55.0
2752.0,17,anneal,hold,55.04
2752.5,17,anneal,hold,54.9
2753.0,17,anneal,hold,55.14
2753.5,17,anneal,hold,54.8
2754.0,17,anneal,hold,54.91
2754.5,17,anneal,hold,55.0
2755.0,17,anneal,hold,55.05
2755.5,17,anneal,hold,55.15
2756.0,17,anneal,hold,54.81
2756.5,17,anneal,hold,54.94
2757.0,17,anneal,hold,54.76
2757.5,17,anneal,hold,54.95
2758.0,17,anneal,hold,55.01
2758.5,17,anneal,hold,55.15
2759.0,17,anneal,hold,55.01
2759.5,17,anneal,hold,55.09
2760.0,17,anneal,hold,55.05
2760.5,17,anneal,hold,54.96
2761.0,17,anneal,hold,54.87
2761.5,17,anneal,hold,55.04
2762.0,17,anneal,hold,54.88
2762.5,17,anneal,hold,55.16
2763.0,17,anneal,hold,54.99
2763.5,17,anneal,hold,55.11
2764.0,17,anneal,hold,54.91
2764.5,17,anneal,hold,55.02
2765.0,17,anneal,hold,55.03
2765.5,17,anneal,hold,54.99
2766.0,17,anneal,hold,54.95
2766.5,17,anneal,hold,55.02
2767.0,17,anneal,hold,54.92
2767.5,17,anneal,hold,54.86
2768.0,17,anneal,hold,55.11
2768.5,17,anneal,hold,55.05
2769.0,17,anneal,hold,55.0
2769.5,17,anneal,hold,55.16
2770.0,17,anneal,hold,54.93
2770.5,17,anneal,hold,55.09
2771.0,17,anneal,hold,54.95
2771.5,17,anneal,hold,54.83
2772.0,17,anneal,hold,55.15
2772.5,17,anneal,hold,55.03
2773.0,17,anneal,hold,54.9
2773.5,17,anneal,hold,54.98
2774.0,17,anneal,hold,54.86
2774.5,17,anneal,hold,54.99
2775.0,17,anneal,hold,54.67
2775.5,17,anneal,hold,54.81
2776.0,17,anneal,hold,55.0
2776.5,17,anneal,hold,54.88
2777.0,17,anneal,hold,54.94
2777.5,17,anneal,hold,54.77
2778.0,17,anneal,hold,55.11
2778.5,17,anneal,hold,55.04
2779.0,17,extension,ramp,55.98
2779.5,17,extension,ramp,56.96
2780.0,17,extension,ramp,58.1
2780.5,17,extension,ramp,59.2
2781.0,17,extension,ramp,60.1
2781.5,17,extension,ramp,61.22
2782.0,17,extension,ramp,61.91
2782.5,17,extension,ramp,62.92
2783.0,17,extension,ramp,63.88
2783.5,17,extension,ramp,65.04
2784.0,17,extension,ramp,66.02
2784.5,17,extension,ramp,66.98
2785.0,17,extension,ramp,68.08
2785.5,17,extension,ramp,69.12
2786.0,17,extension,ramp,69.85
2786.5,17,extension,ramp,70.94
2787.0,17,extension,ramp,72.08
2787.5,17,extension,hold,72.12
2788.0,17,extension,hold,72.04
2788.5,17,extension,hold,71.81
2789.0,17,extension,hold,72.1
2789.5,17,extension,hold,71.98
2790.0,17,extension,hold,71.96
2790.5,17,extension,hold,71.99
2791.0,17,extension,hold,71.94
2791.5,17,extension,hold,71.99
2792.0,17,extension,hold,71.93
2792.5,17,extension,hold,72.12
2793.0,17,extension,hold,71.99
2793.5,17,extension,hold,71.98
2794.0,17,extension,hold,71.91
2794.5,17,extension,hold,71.99
2795.0,17,extension,hold,71.99
2795.5,17,extension,hold,72.01
